StartDate;End Date;Recorded Date;Survey_duration;Survey_finished;Gender;Age;Residence;Goal;Event;NPS.Catego;Number of nigths Madrid;NPS 1-10;Satisfaction Event (1-5);Odds Attendance (1-5);Odds Other RnR (1-5);Odds Other Race (1-5);SatisfactionPreRace - Online Registration Process;SatisfactionPreRace - Website;SatisfactionPreRace - On-site Registration (Check-in/packet pick-up);SatisfactionPreRace - Pre-Race Communications;SatisfactionPreRace - Health & Fitness Expo Vendor Selection;SatisfactionPreRace - Health & Fitness Expo Location;SatisfactionPreRace - Health & Fitness Expo Hours of Operation;Satisfaction Race: - Start Line Experience;Satisfaction Race: - Start Line Corral Management;Satisfaction Race: - Race Announcements;Satisfaction Race: - Event Security;Satisfaction Race: - Run Course Support (Staff/Volunteers);Satisfaction Race: - Spectator Viewing Points;Satisfaction Race: - Overall Course Design (out and back, point to point, hilly, flat, etc.);Satisfaction Race: - Overall Course Scenery;Satisfaction Race: - Overall Course Music/ Entertainment;Satisfaction Race: - Toilets on Course;Satisfaction Race: - Visibility of Mile Markers;Satisfaction Race: - Directional Signage;Satisfaction Race: - Road Conditions;Satisfaction Race: - Location of Aid Stations;Satisfaction Race: - Number of Aid Stations;Satisfaction Race: - Overall Post-Race Experience;Satisfaction Race: - Post-Race Location;Satisfaction Race: - Finish Line (Runner Secure Zone);Satisfaction Race: - Finish Line Food Selection;Satisfaction Race: - Finish Line Beverage Selection;Satisfaction Event: - Post-Race Communications (digital, emails, etc.);Satisfaction Event:: - Parking & Transportation;Satisfaction Event: - Event Staff;Satisfaction Event: - T-Shirt;Satisfaction Event: - Medal;Satisfaction Event: - Merchandise;Satisfaction Event: - Overall Event Atmosphere;How do these elements of the race compare to your experience with other running events? If this is your first running event, please skip to the next question. - Value for Entry Fee;How do these elements of the race compare to your experience with other running events? If this is your first running event, please skip to the next question. - Unique Experience;How do these elements of the race compare to your experience with other running events? If this is your first running event, please skip to the next question. - Organization;How do these elements of the race compare to your experience with other running events? If this is your first running event, please skip to the next question. - Customer Service;Please add anymore factors that influence your decision to participate in an event. Please let us know how important these factors are when deciding on event participation.;What was your primary goal on race day? - Selected Choice;What was your primary goal on race day? - Other - Text;How many Rock 'n' Roll Running Series events have you participated in (including this year's event)?;What did you enjoy most about your Rock 'n' Roll experience?;What improvements can we make to enhance your Rock 'n' Roll experience?;What is your gender?;What is your age?;Which are the first three brands that come to mind as sponsors of the Rock 'n' Roll running Series Madrid. If you do not remember 3, indicate only those you remember - 1;Which are the first three brands that come to mind as sponsors of the Rock 'n' Roll running Series Madrid. If you do not remember 3, indicate only those you remember - 2;Which are the first three brands that come to mind as sponsors of the Rock 'n' Roll running Series Madrid. If you do not remember 3, indicate only those you remember - 3;Please select all the brands you recognize as sponsors of the event. (Select all that apply);How does the association of these brands with the Zurich Rock 'n' Roll Running Series Madrid impact your opinion of them? - Zurich;How does the association of these brands with the Zurich Rock 'n' Roll Running Series Madrid impact your opinion of them? - Adidas;How does the association of these brands with the Zurich Rock 'n' Roll Running Series Madrid impact your opinion of them? - Ibercaja;How does the association of these brands with the Zurich Rock 'n' Roll Running Series Madrid impact your opinion of them? - Total Energies;How does the association of these brands with the Zurich Rock 'n' Roll Running Series Madrid impact your opinion of them? - Samsung;How does the association of these brands with the Zurich Rock 'n' Roll Running Series Madrid impact your opinion of them? - Hyundai;How does the association of these brands with the Zurich Rock 'n' Roll Running Series Madrid impact your opinion of them? - Ayuntamiento de Madrid;How does the association of these brands with the Zurich Rock 'n' Roll Running Series Madrid impact your opinion of them? - Comunidad de Madrid;I have heard about the brand.... - Zurich;I have heard about the brand.... - Adidas;I have heard about the brand.... - Ibercaja;I have heard about the brand.... - Total Energies;I have heard about the brand.... - Samsung;I have heard about the brand.... - Hyundai;When I think about purchasing/using a product/service, is it one of the brands/companies that comes to mind? - Zurich;When I think about purchasing/using a product/service, is it one of the brands/companies that comes to mind? - Adidas;When I think about purchasing/using a product/service, is it one of the brands/companies that comes to mind? - Ibercaja;When I think about purchasing/using a product/service, is it one of the brands/companies that comes to mind? - Total Energies;When I think about purchasing/using a product/service, is it one of the brands/companies that comes to mind? - Samsung;When I think about purchasing/using a product/service, is it one of the brands/companies that comes to mind? - Hyundai;How often do you consume or use a product/service of the brand/company? - Zurich;How often do you consume or use a product/service of the brand/company? - Adidas;How often do you consume or use a product/service of the brand/company? - Ibercaja;How often do you consume or use a product/service of the brand/company? - Total Energies;How often do you consume or use a product/service of the brand/company? - Samsung;How often do you consume or use a product/service of the brand/company? - Hyundai;"How satisfied are you with the products/services offered by this brand/company?

ONLY BRANDS OF WHICH YOU HAVE BEEN OR ARE A USER - Zurich";"How satisfied are you with the products/services offered by this brand/company?

ONLY BRANDS OF WHICH YOU HAVE BEEN OR ARE A USER - Adidas";"How satisfied are you with the products/services offered by this brand/company?

ONLY BRANDS OF WHICH YOU HAVE BEEN OR ARE A USER - Ibercaja";"How satisfied are you with the products/services offered by this brand/company?

ONLY BRANDS OF WHICH YOU HAVE BEEN OR ARE A USER - Total Energies";"How satisfied are you with the products/services offered by this brand/company?

ONLY BRANDS OF WHICH YOU HAVE BEEN OR ARE A USER - Samsung";"How satisfied are you with the products/services offered by this brand/company?

ONLY BRANDS OF WHICH YOU HAVE BEEN OR ARE A USER - Hyundai";Where do you reside?;How many nights will you stay in Madrid city?;How many people accompanied you during your stay in Madrid city (family, friends, etc.)?;Please estimate the below using Euros: - How much did you and your group spend on accommodation in Madrid for the whole trip?;Please estimate the below using Euros: - How much did you and your group spend on food and beverage in bars and restaurants in Madrid for the whole trip?;Please estimate the below using Euros: - How much did you and your group spend on transportation to get to Madrid from your origin and vice versa?;Please estimate the below using Euros: - How much did you and your group spend on local transportation during your stay in Madrid (taxi, bus, metro, etc.)?;Please estimate the below using Euros: - How much did you and your group spend on leisure/entertainment activities in Madrid?;Please estimate the below using Euros: - How much did you and your group spend on shopping/souvenirs in Madrid?;Please estimate the below using Euros: - Specifically, how much did you spend in the shops of Expodepor (during picking up your bib number)?;ONLY RESIDENTS OUTSIDE THE COMMUNITY OF MADRID OR FOREIGNERS. From 0 to 10, (0 being completely disagree and 10 being completely agree), rate the following questions. - How likely are you to recommend the city of Madrid as tourist destination to a friend or colleague?;ONLY RESIDENTS OUTSIDE THE COMMUNITY OF MADRID OR FOREIGNERS. From 0 to 10, (0 being completely disagree and 10 being completely agree), rate the following questions. - I will return to Madrid in the near future
26/4/23 4:26;26/4/23 4:36;26/4/23 4:36;644;1;Male;50-54;Madrid's Area;Other;Marathon;Promoter;0;10;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;5;5;5;5;5;3;2;5;5;5;5;3;3;5;5;5;5;5;5;5;5;5;5;5;;Other;Liebre Pacer;12;Poder ayudar a los corredores a lograr sus objetivos;Nada;1;8;Adidas ;Power ;Platano de canarias;77,78,80,81,84,85,87,92,94;2;2;2;2;2;2;2;2;5;5;5;5;5;5;1;4;1;1;1;1;1;5;1;1;1;1;;5;;;;;1;0;0;0;0;3;3;0;0;12;;
26/4/23 4:28;26/4/23 4:36;26/4/23 4:36;513;1;Female;35-39;Madrid's Area;To set a new PR;10K,Half Marathon;Promoter;11;10;5;5;5;5;5;5;5;5;5;3;5;5;5;5;5;5;5;5;5;2;3;5;5;5;5;5;5;5;5;5;5;5;3;5;5;5;5;5;5;5;5;5;;To set a new PR;;6;Todo, como siempre una gran carrera;No estaba muy bien señalizada la llegada a la feria del corredor;2;5;ADIDAS;ZURICH;;77,78,81,82,84,85,87,92,94,107;2;2;2;2;2;2;2;2;4;5;4;3;5;5;3;4;2;1;3;2;2;4;1;1;3;1;4;4;4;4;4;4;1;11;0;0;0;0;0;0;0;0;;
26/4/23 4:31;26/4/23 4:37;26/4/23 4:37;358;1;Male;18-24;Other Spanish Region;To finish!;Marathon;Promoter;3;10;5;4;5;2;5;2;5;5;5;5;5;5;2;5;5;5;5;5;5;5;2;5;5;5;5;2;5;5;5;4;4;5;3;5;5;5;4;5;5;5;5;5;;To finish!;;;;;1;2;;;;77,78,80,81,85,92,97;3;3;3;3;3;2;3;3;;;;;;;;;;;;;;;;;;;;;;;;;2;3;2;;;;;;;;11;11
26/4/23 4:26;26/4/23 4:37;26/4/23 4:37;671;1;Male;25-29;Madrid's Area;To finish!;Half Marathon;Promoter;11;9;5;2;2;5;5;2;2;2;3;3;3;2;2;5;5;5;5;5;5;2;3;2;5;5;2;5;2;5;5;2;2;2;3;2;5;5;2;5;4;4;4;4;;To finish!;;1;;;1;3;Adidas;Maurten;Zurich;78,80,81,82,84,85,89,90,92,94;2;3;2;2;2;2;2;2;4;5;4;4;5;5;2;4;2;2;4;3;1;3;1;1;;1;;4;;;4;;1;11;10;0;0;0;3;;;;;
26/4/23 4:27;26/4/23 4:38;26/4/23 4:38;659;1;Male;40-44;Madrid's Area;To finish!;Half Marathon;Promoter;0;10;1;2;2;5;5;3;5;3;2;5;5;5;5;5;5;5;5;5;5;5;3;5;5;5;5;5;5;5;5;5;5;5;3;5;5;5;3;5;3;5;5;5;;To finish!;;7;Correr por las calles de Madrid;El precio de la inscripción;1;6;Adidas;Alcampo;Platano de Canarias;1,77,78,80,81,82,84,85,89,90,92,94,106,107,108;3;3;3;3;3;3;3;3;4;5;3;4;5;5;1;5;1;3;3;3;1;5;1;1;3;1;;5;3;;3;;1;0;0;;;;;;;;;
26/4/23 4:31;26/4/23 4:38;26/4/23 4:38;406;1;Male;30-34;Madrid's Area;To set a new PR;Half Marathon;Promoter;11;10;5;2;2;2;5;2;5;5;5;2;5;5;5;5;5;5;5;5;5;5;2;5;5;5;5;5;5;5;5;5;5;5;3;5;2;5;2;5;3;4;4;4;;To set a new PR;;5;;;1;4;Zurich;Adidas;Platano canaria;1,77,78,80,81,82,85,87,89,90,92,94,95;3;3;2;3;3;3;3;2;3;5;3;3;4;4;3;5;3;3;3;3;1;4;1;1;1;1;4;4;;;3;;1;11;1;0;0;0;0;0;0;0;;
26/4/23 4:34;26/4/23 4:38;26/4/23 4:38;252;1;Female;40-44;Madrid's Area;To finish!;Half Marathon;Passive;0;8;2;5;5;3;3;2;4;2;5;1;1;2;5;5;5;5;3;5;5;5;1;5;2;5;5;5;5;5;5;1;1;5;5;5;2;5;3;5;1;5;5;5;;To finish!;;;;Comenzar más temprano por el calor;2;6;56;;;1,84,89,97;2;2;2;2;2;2;3;3;5;4;5;4;4;4;4;;;;;;;;;;;;;;;;;;1;0;1;;;;;;;;;
26/4/23 4:32;26/4/23 4:39;26/4/23 4:39;405;1;Female;18-24;Madrid's Area;To finish!;10K;Promoter;11;10;5;5;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;To finish!;;1;;;2;2;Adidas;Mapoma;Ibercaja;78,80,81,82,85,92,101,109;3;3;3;3;3;3;3;3;4;5;5;5;5;5;3;5;3;4;4;3;3;5;3;5;3;3;4;5;4;4;4;;1;11;2;;;;;;;;;
26/4/23 4:30;26/4/23 4:39;26/4/23 4:39;511;1;Male;25-29;Other Spanish Region;To check it off my bucket list;Half Marathon;Promoter;5;9;5;2;2;5;5;5;5;5;5;5;5;2;2;5;5;5;5;5;5;2;3;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;;To check it off my bucket list;;1;;;1;3;Adidas;Zurich Insurane;;1,77,78,81,87,89;2;3;2;2;2;3;3;3;3;4;3;4;4;4;3;3;3;3;3;3;2;3;2;3;3;2;;4;;4;4;;2;5;4;;;;;;;;11;11
26/4/23 4:28;26/4/23 4:39;26/4/23 4:39;667;1;Male;30-34;Other Spanish Region;To finish!;Half Marathon;Promoter;4;10;5;2;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;2;5;5;5;5;5;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;;To finish!;;1;Toda la experiencia fue GENIAL;"En la media el avituallamiento del km 18 ;) ";1;4;Adidas;Platano Canarias;Morten;1,77,78,79,81,84,85,87,89,90,92,93,94,96,106;3;3;2;2;2;2;2;2;5;5;2;2;4;5;1;5;1;1;1;4;1;5;1;1;1;5;;5;;;;5;2;2;3;;;;;;;;11;11
26/4/23 4:30;26/4/23 4:39;26/4/23 4:39;526;1;Male;50-54;Madrid's Area;To set a new PR;Half Marathon;Promoter;11;9;2;5;5;5;5;2;5;2;2;3;5;5;5;5;5;5;5;2;5;5;5;2;2;3;2;2;5;5;5;5;5;2;5;5;5;5;5;5;4;4;4;4;;To set a new PR;;;La carrera;sEGUID ASI;1;8;ZURICH;SAMSUNG;PLATANO DE CANARIAS;1,77,78,84,85,87,89,90,92,94,95,99,101,102,107,108;3;3;3;3;3;3;3;3;4;4;4;4;4;4;3;3;3;3;3;3;1;3;1;1;1;1;;3;;;;;1;11;0;0;0;0;0;0;0;0;;
26/4/23 4:31;26/4/23 4:39;26/4/23 4:39;490;1;Female;25-29;Other Spanish Region;To set a new PR;10K;Promoter;4;10;5;5;5;5;5;5;5;5;5;3;5;3;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;2;5;5;5;4;5;5;5;;To set a new PR;;1;;;2;3;Adidas ;;;81,84,85;3;3;2;2;2;2;2;2;2;4;3;3;4;3;2;5;3;4;4;4;2;3;2;4;3;2;4;4;4;4;4;4;2;2;5;100;200;100;15;0;0;15;8;8
26/4/23 4:27;26/4/23 4:40;26/4/23 4:40;780;1;Male;50-54;;To honor a friend/family member;Marathon;Detractor;11;3;3;4;4;5;3;3;3;2;4;2;2;1;1;3;2;5;3;1;3;2;4;1;4;4;4;1;1;3;1;1;1;3;3;3;1;1;1;5;3;3;3;2;;To honor a friend/family member;;;;;1;8;;;;77,78,81,84,85,92,109;2;2;2;2;2;2;2;2;3;5;4;3;3;3;1;5;3;1;3;1;1;5;;;;;3;5;4;1;3;1;;11;4;;;;;;;;;
26/4/23 4:31;26/4/23 4:41;26/4/23 4:41;592;1;Male;35-39;Other Spanish Region;Other;Marathon;Detractor;4;6;4;3;3;5;2;2;5;2;5;2;5;2;2;2;2;2;2;3;3;2;2;5;5;2;2;2;2;2;2;4;4;3;3;3;2;3;3;3;3;3;3;3;;Other;hacer un entreno largo;5;;las cuestas del recorrido, y no terminar cuesta arriba;1;5;maurten;adidas;zurich;78,80,81,92;2;2;2;2;2;2;2;2;4;4;3;4;4;4;3;1;2;3;3;2;3;2;1;4;4;1;3;1;1;3;3;3;2;2;1;220;300;200;15;100;100;0;8;7
26/4/23 4:29;26/4/23 4:41;26/4/23 4:41;696;1;Male;25-29;Madrid's Area;To finish!;Half Marathon;Promoter;11;10;5;2;5;2;5;5;5;5;2;5;5;2;5;3;2;2;3;5;5;3;3;3;2;5;2;2;2;2;2;2;2;2;3;3;5;5;2;5;3;3;3;3;;To finish!;;1;;;1;3;Adidas;Plátano Canarias;Mapoma;1,77,78,81,84,94,106;2;2;2;2;2;2;2;2;4;5;3;3;3;3;2;5;2;2;2;2;1;5;1;1;1;1;;5;;;;;1;11;3;;;;;;;;;
